groupId,artifactId
net.anotheria,moskito-disk-space-monitoring
com.dtstack.flink,sql.core.rdb
io.jenkins.jenkinsfile-runner,setup
xyz.gianlu.librespot,librespot-decoder-api
org.hashids,hashids
org.glassfish.main.persistence,glassfish-oracle-jdbc-driver-packages
org.apache.sentry,sentry-binding-hive
com.openhtmltopdf,openhtmltopdf-rtl-support
com.github.paweladamski,HttpClientMock
org.bytedeco,onnxruntime-platform-gpu
com.ejlchina,data-xml
org.apache.hop,hop-transform-httppost
io.gravitee.apim.gateway,gravitee-apim-gateway-flow
io.quarkus,quarkus-spring-web-resteasy-classic-deployment
com.google.code.android-rome-feed-reader,android-rome-feed-reader
org.openhab.binding,org.openhab.binding.frontiersiliconradio
com.amazonaws,aws-xray-recorder-sdk-aws-sdk
org.apache.cxf,cxf-integration-tracing-brave
com.github.fge,json-schema-core
org.testingisdocumenting.webtau,webtau-feature-testing
org.restlet.jse,org.restlet.ext.simple
com.gazbert.bxbot,bxbot-strategies
com.oracle.oci.sdk,oci-java-sdk-email
maven,maven-abbot-plugin
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.opennlp-model-tagger-sv-perceptron
io.reactivex.rxjava2,rxjavafx
edu.gslis,ir-utils
org.apache.camel,camel-salesforce-parent
io.takari,polyglot-common
com.1ssqq1lxr.mqtt,iot-config
com.bstek.bdf3,bdf3-importer
org.nd4j,nd4j-common-tests
org.neo4j,neo4j-kernel
org.webjars,jasmine-async
org.glassfish.jersey.ext.microprofile,jersey-mp-rest-client
org.dkpro.core,dkpro-core-io-tei-asl
org.apache.camel.quarkus,camel-quarkus-aws2-athena-deployment
com.google.gwt,gwt-search
org.netbeans.modules,org-netbeans-modules-scala-sbt
com.netopyr.reduxfx,reduxfx-all
org.exoplatform.gatein.portal,exo.portal.component.common
org.robotframework.ide.eclipse,org.robotframework.ide.eclipse.main.plugin
org.metawidget.modules,metawidget-beanvalidation
org.apache.maven.plugin.rresource.it.mrr43,deficient-dep
org.apache.shardingsphere,shardingsphere-jdbc-transaction-spring
com.hubspot.slack,slack-java-client
com.querydsl,querydsl-scala
io.logz.log4j2,logzio-log4j2-appender
com.mchange.v2,c3p0
org.primesoft.asyncworldedit,AsyncWorldEdit-BlocksHub_v3x
org.apache.hyracks,hyracks-storage-am-rtree
com.ibm.websphere.appserver.api,com.ibm.websphere.appserver.api.transaction
org.apache.camel,camel-msv
org.uiautomation,ios-grid
io.activej,activej-net
fish.payara.server.internal.connectors,connectors-runtime-l10n
cn.dreampie,resty-security
org.apache.activemq,artemis-mqtt-protocol
org.apache.aries.blueprint,blueprint-maven-plugin-annotation
io.hops.hive,hive-jdbc
org.camunda.bpm.extension,camunda-bpm-assert
de.tudarmstadt.ukp.wikipedia,de.tudarmstadt.ukp.wikipedia.datamachine
com.google.escapevelocity,escapevelocity
org.jvnet.hudson.plugins,favorite
com.woorea,swift-client
com.dell.doradus,doradus-common
com.aliyun.openservices,tablestore
org.geotools,gt2-referencing
org.kie.kogito,kogito-addons-quarkus-jobs-management
org.nutz,nutzwx
com.amazonaws,aws-java-sdk-groundstation
de.themoep,minedown-adventure
org.wildfly.swarm,keycloak-server-runtime
net.shibboleth.idp,idp-authn-api
ai.djl,basicdataset
com.networknt,kafka-producer
org.forgerock.openam,openam-auth-scripted
io.cucumber,cucumber-spring
org.odpi.egeria,display-integrator-spring
net.dreamlu,mica-auto
fr.treeptik.mattermost,vertx-api-mattermost
org.eclipse.jetty.orbit,javax.security.auth.message
com.ibm.fhir,fhir-operation-convert
com.webank.wedatasphere.linkis,linkis-storage-script-dev-server
vip.mate,mate-starter-redis
org.geowebcache,gwc-ve
org.apache.shenyu,shenyu-plugin-uri
org.hisp.dhis,dhis-service-administration
org.webjars.npm,hyper-json
org.dcm4che.tool,dcm4che-tool-json2dcm
org.springframework.cloud,spring-cloud-dataflow-ui
com.vladsch.flexmark,flexmark-util
org.forgerock.openam,openam-auth-ldap
org.apache.camel,camel-google-drive
org.springframework,spring-oxm
org.jbpm,jbpm-jpdl
org.apache.camel.quarkus,camel-quarkus-freemarker
org.thingsboard.rule-engine,rule-engine-api
org.apache.camel.quarkus,camel-quarkus-integration-tests-support-custom-type-converter
de.adorsys.psd2,aspsp-profile-internal-api
com.webkonsept.bukkit.simplechestlock,simplechestlock
org.forgerock.ce.openam,openam-auth-deviceprint-module
net.sf.okapi.filters,okapi-filter-its
com.ctrip.framework,framework-foundation
com.psddev,dari-mail
org.wso2.ei,org.wso2.micro.integrator.dataservices.capp.deployer
org.dkpro.core,dkpro-core-udpipe-model-tagger-no-ud
com.vaadin,flow-client
com.jslsolucoes,vraptor4-misc
org.nuxeo.runtime,nuxeo-runtime-datasource
org.ehcache,ehcache-clustered
org.apache.nifi,nifi-html-processors
org.openimaj.hadoop.tools,core-hadoop-tool
org.bytedeco,cminpack-platform
org.apache.archiva,problem-reports
org.hibernate.search,hibernate-search-util-internal-integrationtest-v5migrationhelper
io.joyrpc,joyrpc-trace-skywalking
software.amazon.awssdk,resiliencehub
ddf.catalog.rest,catalog-rest-service
org.kie,kie-pmml-models-scorecard-model
org.dcm4che.tool,dcm4che-tool-dcm2str
org.mule.tests,test-empty-plugin
org.apache.servicemix.examples,camel-cxf-rest-service
org.apache.hive.hcatalog,hive-hcatalog-streaming
com.github.dapeng-soa,dapeng-core
org.dkpro.core,dkpro-core-flextag-asl
org.webjars.npm,video.js
com.bstek.bdf3,bdf3-profile
consulo,consulo-build-ui-impl
cn.toesbieya,common
org.naturalcli,naturalcli
org.vectomatic,lib-gwt-file
com.microsoft.sqlserver,mssql-jdbc
com.alibaba.cola,cola-component-dto
org.apache.tika,tika-parser-image-module
ch.jalu,datasourcecolumns
cloud.piranha.extension,piranha-extension-soteria
org.nutz,nutzboot-starter-beetl
org.apache.abdera,abdera-i18n
org.ops4j.pax.web,pax-web-compatibility-annotation13
org.hisp.dhis.parser,dhis-antlr-expression-parser
ddf.catalog.transformer,catalog-transformer-pdf
com.naturalprogrammer.spring-lemon,spring-lemon-commons
org.apache.tomcat,tomcat-jsp-api
com.ctrip.framework.xpipe.redis,redis-console
org.apache.beam,beam-sdks-java-harness
org.wso2.orbit.javax.xml.bind,jaxb-api
org.apache.shardingsphere,shardingsphere-infra-parser
org.apache.geronimo.specs,geronimo-saaj_1.3_spec
org.jboss.windup.config,windup-config-impl
io.syndesis.server,server-update-controller
org.mayocat.platform,mayocat-platform-store-api
org.apache.calcite,calcite-linq4j
net.java.dev.webdav,webdav-jaxrs
org.xwiki.platform,xwiki-platform-search-solr-test-utils
org.apereo.cas,cas-server-core-util
org.apache.nifi,nifi-network-utils
org.apache.tajo,tajo-thirdparty-asm
ca.uhn.hapi.fhir,hapi-fhir-jpaserver-test-utilities
com.roncoo,roncoo-education-user-feign
com.splicemachine,db-drda
org.apache.cxf.services.xkms,cxf-services-xkms-x509-repo-ldap
io.leangen.graphql,graphql-spqr-spring-boot-starter
io.mycat,replica
org.nutz,nutzboot-starter-mongodb
org.odpi.egeria,configuration-file-store-connector
io.smallrye,smallrye-jwt
org.apache.knox,knox-token-management-ui
org.aoju,bus-base
org.apache.hop,hop-transform-setvalueconstant
org.pentaho,commons-xul-html
com.netflix.archaius,archaius-jclouds
com.github.almasb,fxgl-entity
de.tudarmstadt.ukp.clarin.webanno,webanno-io-json
org.apache.geronimo.specs,geronimo-j2ee-deployment_1.1_spec
site.ycsb,maprdb-binding
io.helidon.webclient,helidon-webclient-metrics
com.github.victools,jsonschema-module-javax-validation
io.zipkin.reporter,zipkin-sender-kafka08
software.amazon.awssdk,sesv2
io.prometheus,simpleclient_hotspot
org.openhab.addons.bundles,org.openhab.binding.bluetooth.daikinmadoka
org.verapdf,verapdf-xmp-core
ws.ament.hammock,util-health
org.odpi.egeria,governance-services-sample
com.netease.nim,camellia-id-gen-sdk
com.octoperf.kraken,config-grafana-spring
io.jenkins.plugins,font-awesome-api
org.dcache,dcache-bulk
pro.tools,http
io.smallrye,smallrye-graphql-servlet
org.odpi.egeria,governance-action-spring
syncer,syncer-jedis
it.geosolutions.jaiext.bandmerge,jt-bandmerge
org.sakaiproject.edu-services.course-management,coursemanagement-hibernate-impl
org.webjars,jstimezonedetect
org.apache.dubbo,dubbo-rpc-xml
org.opendaylight.controller,sal-distributed-datastore
io.helidon.integrations.oci,helidon-integrations-oci-objectstorage-health
io.lumify,lumify-gpw-translate
io.jaegertracing,jaeger-core
org.apache.skywalking,prometheus-fetcher-plugin
io.astefanutti.metrics.aspectj,metrics-aspectj-deps
com.itheima.demo,dubbo-api
it.ozimov,spring-boot-mustache-email
org.wso2.eclipse.osgi,org.eclipse.osgi
edu.washington.cs.knowitall.stanford-corenlp,stanford-postag-models
com.github.jponge,lzma-java
org.testingisdocumenting.webtau,webtau-config-groovy
io.katharsis,katharsis-cdi
org.openhab.addons.bundles,org.openhab.binding.freebox
fish.payara.server.internal.common,glassfish-api-l10n
io.openmessaging.benchmark,driver-bookkeeper
org.apache.camel.quarkus,camel-quarkus-aws2-iam
external,jdmkrt
com.sdl,odata_renderer
org.eclipse.ditto,ditto-internal-models-signalenrichment
io.projectreactor.netty,reactor-netty
com.yahoo.rdl,rdl-java
io.protostuff,protostuff-xml
org.jetlinks.community,notify-wechat
software.amazon.lambda,powertools-tracing
org.jolie-lang,jolie-xml
com.floragunn,search-guard-ssl
org.geotools,gt-cql
com.amazonaws,aws-java-sdk-elasticloadbalancing
io.lumify,lumify-core
org.interledger,btp-core
org.locationtech.geowave,geowave-service-rest
com.jcabi,jcabi-xml
org.jboss.as,jboss-as-jdr
org.flowable,flowable-event-registry-spring
de.ruedigermoeller,stateless-service-api
org.openimaj,IREval
org.pushingpixels,trident
com.google.gdata,gdata-client-meta
external,jdmktk
org.reficio,soap-server
org.apache.pulsar,pulsar-broker-auth-sasl
org.kie.kogito,kogito-addons-springboot-events-predictions
de.fraunhofer.iosb.ilt.FROST-Server,FROST-Server.Plugin.BatchProcessing
org.glassfish.docs,ha-administration-guide
software.amazon.awssdk,url-connection-client
org.dkpro.core,dkpro-core-arktools-gpl
org.eclipse.platform,org.eclipse.team.core
org.sharegov,mjson
com.azure.resourcemanager,azure-resourcemanager-keyvault
org.glassfish.hk2,security-lockdown-example-mallory
org.esa.s1tbx,s1tbx-op-analysis-ui
org.eclipse.milo,bsd-generator
org.odpi.egeria,inmemory-repository-connector
org.mule.tests,mule-football-soap-extension
nl.lxtreme.ols.export,csv
io.fabric8,knative-client
org.pentaho.reporting.engine,classic-extensions-mondrian
consulo,consulo-desktop-swt-platform-impl
io.earcam.wrapped,com.sun.tools.attach
org.apache.pulsar,pulsar-transaction-common
org.eclipse.kapua,kapua-service-elasticsearch-client-rest
de.metas.report,de.metas.report.jasper.commons
io.undertow,undertow-benchmarks
org.codehaus.gmavenplus,gmavenplus-plugin-it-shadedGroovy-testModule
com.adobe.cq.dam,cq-dam-cfm-api
com.google.javascript,closure-compiler-externs
com.alu.e3,gateway-common
software.amazon.awssdk,iotevents
org.apache.cloudstack,cloud-api
org.jvnet.opendmk,jmxremote_optional
cn.iocoder.boot,yudao-spring-boot-starter-biz-dict
ddf.security.realm,security-realm-userpass
org.flywaydb,flyway-maven-plugin
org.jupiter-rpc,jupiter-serialization-kryo
net.openhft,chronicle-bytes
de.dytanic.cloudnet,cloudnet-bridge
org.apache.skywalking,configuration-discovery-receiver-plugin
com.ftpix.homedash.plugins,transmission
org.apache.streampipes,streampipes-processors-image-processing-jvm
com.amazonaws,aws-java-sdk-models
org.apache.james,apache-james-mailbox-store
org.kitesdk,kite-morphlines-core
com.amazonaws,aws-java-sdk-route53recoveryreadiness
com.lordofthejars,nosqlunit-vault
org.quickfixj,quickfixj-messages-fix50sp2
org.quickfixj,quickfixj-messages-fix50sp1
org.gradle,gradle-model-core
org.apache.cloudstack,cloud-framework-security
cloud.piranha.extension,piranha-extension-annotationscan
org.gridgain,gridgain-core
org.glassfish.grizzly,grizzly-http-servlet
org.netbeans.api,org-netbeans-spi-viewmodel
org.eclipse.cdt,org.eclipse.cdt.core
com.univocity,univocity-trader-examples
com.github.javacliparser,javacliparser
org.xwiki.platform,xwiki-platform-localization-api
io.quarkus,quarkus-vertx-http-deployment-spi
org.sakaiproject.sitestats,sitestats-bundle
org.apache.camel,camel-etcd3
fish.payara.server.internal.payara-appserver-modules,yubikey-authentication
org.apache.plc4x,plc4j-utils-test-utils
org.quartz-scheduler,quartz-jobs
io.cloudslang.lang,cloudslang-entities
org.wicketstuff,lightbox2
org.dcm4che,dcm4che-conf-json
org.mobicents.external.freetts,cmutimelex
org.dcache,common-security
com.github.javen205,IJPay-All
io.confluent,kafka-client-plugins
org.jenkins-ci.plugins,gitea
com.sun.mail,pop3
org.apache.camel.quarkus,camel-quarkus-hazelcast
it.geosolutions.jaiext.nullop,jt-nullop
me.leoko.advancedban,AdvancedBan-Bukkit
com.blazebit,blaze-persistence-integration-spring-data-webmvc
org.odpi.egeria,catalog-integrator-spring
com.azure,azure-security-keyvault-secrets
io.quarkus,quarkus-spring-web-resteasy-reactive
org.openhab.binding,org.openhab.binding.zibase
io.cdap.cdap,cdap-common-unit-test
io.hawt,hawtio-util
org.drools,drools-engine
org.talend.esb.examples,cxf-jmx-service
org.apache.camel.quarkus,camel-quarkus-core
org.apache.activemq,artemis-cli
org.apache.flink,flink-shaded-hadoop-2-uber
org.odpi.egeria,ocf-metadata-spring
consulo,consulo-vcs-log-api
cn.springcloud.gray,spring-cloud-gray-client
org.openhab.action,org.openhab.action.tinkerforge
io.hawt,hawtio-wildfly
com.novocode,junit-interface
com.googlecode.netlib-java,netlib-java
info.debatty,java-string-similarity
org.apache.maven.doxia,doxia-site-renderer
org.fishwife,jrugged-spring
org.glassfish.fighterfish,osgi-jta
io.servicecomb,java-chassis-core
org.apache.tomee.bom,tomee-microprofile
org.biojava,jcolorbrewer
io.smallrye.config,smallrye-config
org.glassfish.jersey.incubator,jersey-open-tracing
org.hyperic.hq.plugin,activemq-plugin
EventHub,hub
org.pac4j,pac4j-openid
com.webank.wedatasphere.linkis,linkis-jobhistory
edu.cmu.sphinx,sphinx4-core
org.keycloak,keycloak-client-registration-cli
ikvm,System
org.apache.nifi.registry,nifi-registry-security-utils
org.postgis,postgis-driver
io.dropwizard.metrics,metrics-ganglia
org.apache.servicecomb.toolkit,oas-generator-spring
com.googlecode.totallylazy,totallylazy
org.apache.camel.quarkus,camel-quarkus-support-xalan-deployment
org.jboss.activemq.artemis.integration,artemis-wildfly-jakarta-integration
cn.org.easysite,easy-maven-plugins
com.google.cloud,google-cloud-spanner-jdbc
org.mage,mage-sets
io.strimzi,kafka-oauth-server
org.eclipse.vorto,org.eclipse.vorto.editor.functionblock
com.runtimeverification.k,haskell-backend
org.springframework.cloud,spring-cloud-alibaba-sentinel
com.oracle.oci.sdk,oci-java-sdk-budget
com.dtstack.flink,sql.side.all.postgresql
org.wso2.carbon.identity.server.api,org.wso2.carbon.identity.api.server.userstore.v1
org.apache.nifi,nifi-redis-service-api
org.eobjects.metamodel-extras,MetaModel-extras-dbase
com.thinkbiganalytics.kylo,kylo-service-monitor-service-api
fish.payara.server.internal.admin,admin-cli-l10n
com.example,beer-api-producer-webtestclient-restdocs
org.mineacademy.plugin,MassiveCore
org.lealone,lealone-orm
com.github.dreamroute,mybatis-pro-boot-starter
de.tudarmstadt.ukp.clarin.webanno,webanno-diag
org.apache.camel.quarkus,camel-quarkus-jaxb
com.madgag,markdownj-core
org.neo4j,neo4j-native
org.apache.nifi,nifi-stateless-bootstrap
com.tinfoiled.mcpe.leveldb,leveldb
org.wildfly.security,wildfly-elytron-security-manager-action
org.reficio,soap-test
org.apache.shenyu,shenyu-client-springmvc
es.gob.afirma.lib,afirma-lib-itext
io.quarkus,quarkus-oidc-client-reactive-filter-deployment
org.sahli.asciidoc.confluence.publisher,asciidoc-confluence-publisher-converter
de.brendamour,jpasskit
org.hibernate,hibernate-search-analyzers
net.sourceforge.jtds,jtds
org.apache.camel,camel-optaplanner
io.fabric8,openshift-model-clusterautoscaling
ddf.catalog.core,catalog-core-defaultvalues
org.dhatim,dropwizard-prometheus
net.snowflake,snowflake-common
org.jboss.metadata,jboss-metadata-ear
org.openhab.addons.bundles,org.openhab.binding.alarmdecoder
org.apache.axis2,axis2-codegen
org.ocpsoft.common,common-api
io.strimzi,kafka-kubernetes-config-provider
com.willwinder.universalgcodesender,ugs-pendant
org.apache.felix,org.apache.felix.webconsole.plugins.event
org.apache.cloudstack,cloud-plugin-database-quota
com.yahoo.vespa,config
org.eclipse.hono,hono-legal
org.flowable,flowable-spring-boot-starter
org.jboss,jboss-transaction-spi-jakarta
io.activej,activej-servicegraph
com.fujieid,jap-simple
org.openhab.addons.bundles,org.openhab.transform.map
org.apache.inlong,tubemq-core
ddf.security.expansion,security-expansion-metacardattr-map
io.jenkins.plugins,autograding
org.igniterealtime.smack.wso2,smackx
org.bitbucket.inkytonik.kiama,kiama_2.11
org.esa.s1tbx,s1tbx-commons
org.jboss.metadata,jboss-metadata-ejb-jakarta
org.wso2.carbon.deployment,org.wso2.carbon.deployment.engine
co.elastic.apm,apm-jedis-plugin
com.github.steveice10,mcprotocollib
org.jclouds.api,cloudwatch
org.zanata,zanata-model-test
org.apache.flume.flume-ng-sources,flume-twitter-source
io.cdap.cdap,hydrator-spark-core3_2.12
org.apache.kylin,kylin-build-engine
org.springframework.data,spring-data-solr
no.priv.garshol.duke,duke-es
consulo,consulo-built-in-server-api
net.htmlparser.jericho,jericho-html
org.apache.servicemix.bundles,org.apache.servicemix.bundles.poi
org.apache.skywalking,cluster-standalone-plugin
com.torodb.server,server-main
org.apache.camel,camel-aws2-iam
edu.toronto.cs.medsavant,medsavant-shared
fish.payara.server.internal.webservices,metro-glue
org.talend.libraries,jtds-1.3.1-patch
io.spring.start,start-site
org.glassfish.fighterfish,osgi-jpa
io.atomix,atomix-cluster
io.cdap.cdap,cdap-common
us.fatehi,schemacrawler-oracle
velocity-tools,velocity-tools-view
io.github.opendataio,libcephfs
org.glassfish.main.web,jersey-mvc-connector
org.apache.camel.quarkus,camel-quarkus-ipfs-deployment
io.playn,playn-java-swt
com.microsoft.azure,azure-annotations
ca.uhn.hapi.fhir,hapi-fhir-jpaserver-searchparam
org.apache.streampipes,streampipes-container-standalone
com.oracle.oci.sdk,oci-java-sdk-announcementsservice
org.dromara,hmily-tac-sqlcompute
edu.illinois.cs.cogcomp,illinois-lemmatizer
org.dashbuilder,dashbuilder-services-api
com.github.xiaoymin,swagger-bootstrap-ui
org.benf,cfr
org.apache.nifi,nifi-websocket-processors
org.apache.activemq.examples.federation,federated-queue
org.openehealth.ipf.platform-camel,ipf-platform-camel-ihe-continua
com.abubusoft,kripton-retrofit-converter
org.jfxtras,jfxtras-icalendarfx
org.eclipse.equinox,javax.servlet
com.github.hairless,plink-schedule
com.github.zhkl0228,unidbg-hypervisor
com.facebook.drift,drift-codec-utils
org.apache.hop,hop-action-ping
org.openhab.binding,org.openhab.binding.mochadx10
org.nuxeo.runtime,nuxeo-runtime-aws
org.metawidget.modules.swing,metawidget-appframework
com.networknt,graphql-validator
org.apache.james,james-server-webadmin-jmap
org.geoserver.extension,gs-gdal
org.wikimedia,eventutilities
org.apache.maven.its.dependency,i-do-not-exist
org.apache.parquet,parquet-thrift
com.consol.citrus,citrus-jms
com.consol.citrus,citrus-jmx
org.apache.nifi.minifi,minifi-c2-jetty
org.jenkins-ci.plugins.workflow,workflow-aggregator
com.asakusafw.operator,asakusa-operator-builtin
org.neo4j,neo4j-ogm-embedded-driver
io.bootique.di,bootique-di
org.kie,kie-spring
org.wildfly.security,wildfly-elytron-ssl
org.apache.servicemix,org.apache.servicemix.branding
org.webjars,rangy
org.nutz,nutz-integration-jedis
org.skyscreamer,yoga-core
org.springframework.cloud,spring-cloud-gcp-starter-firestore
com.willwinder,ugs-platform-gcode-editor
com.github.ltsopensource,lts-monitor
org.eclipse.jetty.aggregate,jetty-all
org.wildfly.swarm,mail
org.jclouds.api,cloudstack
com.google.appengine,appengine-tools-sdk
org.apache.edgent.java7,edgent-runtime-etiao
org.openhab.addons.bundles,org.openhab.binding.robonect
org.apache.camel.quarkus,camel-quarkus-support-mail
org.modelmapper,modelmapper
org.apache.directory.shared,shared-ldap-schema
org.nuxeo.elasticsearch,nuxeo-elasticsearch-automation
com.igormaznitsa,mind-map-model
org.jeecgframework.boot,jeecg-boot-starter-lock
io.github.frostingwolf,spring-boot-starter-salukiops
io.dapr,dapr-sdk-autogen
ws.ament.hammock,util-flyway
com.fasterxml.jackson.datatype,jackson-datatype-jdk8
com.gitee.koode,kooder-core
com.influxdb,influxdb-client-flux
org.glassfish.jersey.ext,jersey-proxy-client
uk.co.gresearch.siembol,siembol-common
org.netbeans.modules,org-netbeans-modules-java-preprocessorbridge
io.helidon.dbclient,helidon-dbclient-metrics
com.zheng,zheng-wechat-mp-dao
org.eclipse.hawkbit,hawkbit-dmf-amqp
org.esa.s1tbx,s1tbx-op-utilities-ui
com.github.ralfstuckert.pdfbox-layout,pdfbox2-layout
com.octoperf.kraken,gatling-runner-spring
org.apache.atlas,storm-bridge-shim
com.navercorp.pinpoint,pinpoint-httpclient3-plugin
io.cattle,cattle-iaas-agent-server
com.fasterxml.jackson.datatype,jackson-datatype-jdk7
com.bladejava,blade-log
cn.lite.flow,lite-flow-executor-dao
org.lucee,oswego-concurrent
com.monetdb,jdbc
org.onebusaway,onebusaway-gtfs-realtime-model
org.mobicents.servlet.sip,sip-servlets-spec
org.graphfoundation.ongdb,ongdb-com
org.codice.ddf.spatial,spatial-wfs-featuretransformer-xstream
org.wso2.identity,org.wso2.identity.integration.common.clients
software.amazon.awssdk,serverlessapplicationrepository
org.teiid.wildfly.connectors,connector-simpledb
org.apache.skywalking,configuration-apollo
org.sakaiproject.search,search-api
org.xhtmlrenderer,flying-saucer-pdf
dev.jorel,commandapi-core
com.cxytiandi,kitty-spring-cloud-starter-lock
com.thinkbiganalytics.kylo.integrations,kylo-nifi-teradata-tdch-core
io.gravitee.am.plugins.handlers,gravitee-am-plugins-handlers-resource
io.hops,service-proxy-core
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.lingpipe-model-tagger-en-bio-genia
org.kie,jbpm-spring-boot-data-sources
net.ess3,Essentials
gov.nsa.datawave.webservices,datawave-ws-map-reduce
org.xwiki.platform,xwiki-platform-legacy-model-api
es.gob.afirma,afirma-ui-simpleafirma-plugins
org.gridkit.3rd.btrace,client
io.syndesis.connector,connector-dropbox
org.apache.knox,gateway-service-hashicorp-vault
org.springframework.boot,spring-boot-starter-json
com.google.gdata,core
com.dtstack.flink,sql.side.all.hbase
net.kuujo,vertigo
org.codehaus.woodstox,stax2-api
com.yammer.metrics,metrics-servlet
org.apache.sshd,sshd-sftp
org.hisp.dhis,dhis-service-audit-consumer
org.apache.openejb,javaee-api
org.jclouds.api,atmos
org.languagetool,language-pt
com.crossoverJie,SSM-API
com.sk89q.worldedit,worldedit-core
org.opencastproject,opencast-elasticsearch-api
org.apache.camel.quarkus,camel-quarkus-etcd
io.mongock,mongock-test-runner
org.languagetool,language-pl
com.taobao.arthas,arthas-vmtool
fish.payara.server.internal.ejb,gf-ejb-connector
org.flowable,flowable-simple-workflow
fish.payara.server.internal.persistence.cmp,cmp-model-l10n
org.glassfish.main.common,glassfish-naming
org.eclipse.jetty.websocket,websocket-jetty-api
org.kie.kogito,kogito-addons-springboot-process-management
edu.usc.irds.sparkler,sparkler-api
org.languagetool,language-sk
com.iluwatar,naked-objects-webapp
io.shardingsphere,sharding-orchestration-reg-etcd
io.github.resilience4j,resilience4j-ratelimiter
org.languagetool,language-sl
io.vertx,vertx-lang-kotlin-coroutines
org.apache.camel.quarkus,camel-quarkus-ssh-deployment
org.kie,kie-pmml-evaluator-core
ddf.platform,sync-installer-impl
org.jzy3d,jzy3d-core
de.adorsys.psd2,xs2a-core-consents
com.jcraft,jsch.agentproxy.core
org.apache.ozone,hdds-test-utils
software.amazon.awssdk,codegurureviewer
org.languagetool,language-sv
nl.lxtreme.ols.tool,serialconsole
org.jclouds.provider,cloudsigma-zrh
org.jupiter-rpc,jupiter-rpc
org.apache.rocketmq,rocketmq-spring-boot
org.apache.shardingsphere.elasticjob,elasticjob-dataflow-executor
com.lesfurets,jenkins-pipeline-unit
io.thorntail,hibernate
com.redant,redant-example
org.apache.commons,commons-numbers-core
org.kie.kogito,kogito-addons-quarkus-rest-exception-handler
es.unex.sextante,libMath
org.nuxeo.ecm.platform,nuxeo-platform-pdf-utils
org.mozilla,rhino-runtime
structlog4j,structlog4j-json
com.facebook.presto.orc,orc-protobuf
com.roncoo.pay.service,roncoo-pay-service
org.sonatype.goodies,goodies-lifecycle
org.openhab.addons.bundles,org.openhab.binding.astro
org.openhab.core.bundles,org.openhab.core.io.transport.mdns
org.apache.hop,hop-transform-delete
org.jolie-lang,soaps
com.sun.jersey,jersey-grizzly
org.apache.atlas,atlas-repository
org.dromara,hmily-repository-database-manager
nl.komponents.kovenant,kovenant-jvm
org.forgerock.ce.commons,forgerock-authz-filter
com.navercorp.pinpoint,pinpoint-mssql-jdbc-driver-plugin
org.dkpro.core,dkpro-core-readability-asl
org.mrgeo,mrgeo-mapalgebra-rasterizevector
com.microsoft.graph,microsoft-graph-core
com.jcraft,jzlib
org.languagetool,language-ru
org.apache.camel.quarkus,camel-quarkus-support-stax
com.alipay.sofa,registry-client-log
org.apache.camel,camel-jackson-protobuf
com.github.alturkovic,distributed-lock-api
org.fxmisc.richtext,richtextfx
org.apache.servicecomb.pack.demo,service-pub
org.languagetool,language-ro
org.dkpro.core,dkpro-core-hunpos-asl
com.alibaba.csp,sentinel-parameter-flow-control
org.keycloak,keycloak-wildfly-adapter-dist
eu.europa.ec.joinup.sd-dss,dss-model
org.apache.aries.spifly,org.apache.aries.spifly.dynamic.framework.extension
org.apache.spark,spark-streaming-flume-sink_2.10
org.graphfoundation.ongdb,ongdb-csv
org.harctoolbox,HarcHardware
org.apache.camel,camel-debezium-postgres
org.jboss.eap.quickstarts,jaxws-addressing-service
org.nuxeo.shell,nuxeo-shell
org.springframework.data,spring-data-rest-webmvc
org.languagetool,french-pos-dict
org.eclipse.platform,org.eclipse.core.expressions
org.apache.servicecomb.tests,it-producer-deploy-springboot2-standalone
com.squareup.subzero,shared
com.evolveum.midpoint.provisioning,ucf-impl-builtin
kg.apc,jmeter-plugins-perfmon
com.yahoo.vespa,documentapi
org.apache.cloudstack,cloud-plugin-user-authenticator-sha256salted
org.springframework.cloud,spring-cloud-consul-discovery
org.jenkins-ci.plugins,azure-commons
net.thucydides,thucydides-core
org.openehealth.ipf.gazelle,ipf-gazelle-validation-profiles-iti-pixpdq
org.apache.shardingsphere,shardingsphere-agent-tracing-zipkin
org.apache.james,apache-james-backends-cassandra
org.apache.flink,flink-state-processor-api
org.apache.hop,hop-action-movefiles
org.springframework.boot,spring-boot-starter-cache
ws.ament.hammock,jpa-core
javax.servlet,javax.servlet-api
org.mayocat.cms,mayocat-cms-contact
com.castlemock.web.mock,web-mock-soap
net.java.truevfs,truevfs-driver-zip-raes
io.syndesis.server,server-runtime
org.deephacks.lmdbjni,lmdbjni-osx64
org.webjars.bower,angular
org.openjdk.jmc,org.openjdk.jmc.console.twitter
org.phoenicis,phoenicis-library
com.datastax.dse,dse-core
org.kie,kie-maven-plugin-test-kjar-common
io.reactiverse,elasticsearch-client
com.b3dgs.lionengine,lionengine-core-awt
org.redline-rpm,redline
org.sakaiproject.wicket,wicket-tool-8
org.openhab.addons.bundles,org.openhab.binding.elerotransmitterstick
com.querydsl,querydsl-mongodb
org.sakaiproject.wicket,wicket-tool-6
org.springframework.cloud.fn,zeromq-consumer
