groupId,artifactId
io.zipkin.aws,brave-propagation-aws
io.quarkus,quarkus-mongodb-panache-kotlin
edu.isi,commands-alignment-openrdf
org.jboss.windup,windup-server-provider-spi
fr.xephi,authme
ddf.platform,branding-api
org.apache.camel,camel-rest-openapi
cn.springcloud.codegen,codegen-adapter
org.lucee,xml-apis
org.teiid,cache-caffeine
com.google.gdata,gdata-client
org.jasig.cas.client,cas-client-core
org.wso2.ei,org.wso2.ei.mb.integration.common.clients
org.testcontainers,mariadb
com.zheng,zheng-wechat-mp-service
org.wildfly.core,wildfly-domain-http-error-context
com.esotericsoftware,kryo-shaded
org.hoteia.qalingo,qalingo-api-core-jax-rs-fo
org.infinispan,infinispan-query
org.wildfly.swarm,jca
org.nutz,nutz
org.bytedeco,flandmark-platform
javax.management.j2ee,management-api
io.smallrye,smallrye-graphql-api
com.github.attemper,quartz-spring-boot-starter
org.jboss.weld.servlet,weld-servlet
org.apache.directory.studio,org.apache.commons.io
org.dcache,missingfiles-semsg
com.gwtplatform,gwtp-dispatch-common-shared
org.raml,raml-builder
org.flowable,flowable-content-engine
ca.uhn.hapi.fhir,hapi-fhir-structures-dstu2
ca.uhn.hapi.fhir,hapi-fhir-structures-dstu3
com.codahale.metrics,metrics-healthchecks
org.restcomm,restcomm-connect.email.api
gherkin,gherkin
org.drools,drools-templates
org.flowable,flowable5-spring
net.slipcor,pvparena
org.languagetool,languagetool-core
org.unicode.cldr,cldr-rdf
org.opencb.commons,commons-datastore-mongodb
nl.basjes.parse.useragent,yauaa-drill
io.reactivex,rxnetty-tcp
io.logz.logback,logzio-logback-appender
io.hops.hopsworks,hopsworks-admin
org.apache.camel,camel-docker
org.multiverse,multiverse-core
com.stormpath.spring,stormpath-spring-security-webmvc-spring-boot-starter
org.yorubaname,webapi-module
org.pwm-project,pwm-client
org.springframework.cloud,spring-cloud-kubernetes-fabric8-istio
org.kie.kogito,kogito-codegen-core
com.zsmartsystems.zigbee,com.zsmartsystems.zigbee.dongle.telegesis
org.openjdk.jmc,org.openjdk.jmc.greychart
cc.mrbird,febs-common-doc
org.restlet,org.restlet.ext.fileupload
com.rackspacecloud,blueflood-cloudfiles
org.apache.eagle,eagle-service-base
org.openhab.binding,org.openhab.binding.ecotouch
org.apereo.cas,cas-server-support-webauthn-core
org.netbeans.external,com-google-gson
io.openliberty.smallrye,common
org.locationtech.geowave,geowave-datastore-accumulo
com.hazelcast.jet,hazelcast-jet-csv
org.glassfish.tyrus.ext,tyrus-extension-deflate
org.geowebcache,gwc-diskquota-bdb
io.springfox,springfox-swagger-ui
org.apache.httpcomponents.core5,httpcore5-reactive
org.sakaiproject.sitemanage,sakai-site-datemanager-impl
org.apache.knox,gateway-service-knoxtoken
org.metawidget.modules,metawidget-javassist
org.eclipse.rap,org.eclipse.rap.fileupload
org.wso2.carbon.identity.server.api,org.wso2.carbon.identity.api.server.idp.common
javax.xml.parsers,jaxp-api
org.geotools,gt-swing
org.wso2.carbon.identity.outbound.provisioning.google,org.wso2.carbon.identity.provisioning.connector.google
org.opencastproject,opencast-security-shibboleth
io.quarkus,quarkus-flyway
org.wicketstuff,wicketstuff-dashboard-widgets-loremipsum
commons-pool,commons-pool
org.apache.nifi,nifi-hl7-query-language
com.alibaba.csp,sentinel-reactor-adapter
org.apache.jmeter,ApacheJMeter_core
be.ugent.brightspace,valence-sdk-java
org.springframework.boot.experimental,spring-boot-starter-data-r2dbc
com.sia,sia-task-collector-log
org.bytedeco,libfreenect
joda-time,joda-time
org.jclouds.provider,softlayer
javax.servlet,javax.servlet
io.onedev,server-plugin-import-bitbucketcloud
io.fabric8,openshift-model-monitoring
indexed-tree-map,indexed-tree-map
jfugue,jfugue
amidst,amidst
org.forgerock.openam,openam-server-auth-ui
com.github.liuweijw.commons,cloud-commons-utils
com.example,mwar131-webapp
org.wildfly.swarm,jmx
com.craftmend.openaudiomc,OpenAudioMc
org.apache.pulsar,pulsar-io-dynamodb
net.kyori,adventure-text-serializer-plain
org.kie.kogito,kogito-api-incubation-common
com.azure.resourcemanager,azure-resourcemanager-sql
org.jboss.windup.rules.apps,windup-rules-xml-api
ddf.security.expansion,security-expansion-userattr-map
org.apache.stratos,org.apache.stratos.mock.iaas
org.apache.camel.tests,org.apache.camel.tests.mock-javamail_1.7
org.apache.flink,flink-yarn
org.kitesdk,kite-morphlines-hadoop-parquet-avro
com.paulhammant,ngwebdriver
org.nd4j,nd4j-native-api
co.elastic.apm,apm-jmx-plugin
io.serverlessworkflow,serverlessworkflow-api
io.opencensus,opencensus-exporter-stats-stackdriver
software.amazon.awssdk,lookoutmetrics
org.apache.dubbo,dubbo-rpc-memcached
systems.manifold,manifold-ext-producer-sample
com.gwtplatform,gwtp-dispatch-rest-shared
org.mobicents.external.tritonus,tritonus_share
org.forgerock.ce.opendj,opendj-ldap-sdk
io.helidon.integrations.micrometer,helidon-integrations-micrometer-cdi
io.trino,trino-geospatial
org.apache.maven.its.mng4005,a
net.vvakame,jsonpullparser-core
com.kunstmusik,blue-midi
org.webjars,URI.js
com.baeldung.spring-boot-modules,greeter-library
org.knowm.xchange,xchange-btctrade
net.biville.florent,neo4j-sproc-compiler
org.netbeans.modules,org-netbeans-lib-profiler
org.apache.camel.quarkus,camel-quarkus-cassandraql
org.apache.nifi.registry,nifi-registry-security-api
org.knowm.xchange,xchange-bitcoinium
org.glassfish.main.web,web-glue
org.apache.hive,hive-jdbc
com.sun.javafx.jmc,javafx-jmc
ddf.catalog.admin,catalog-admin-poller-service
org.apereo.cas,cas-server-support-oidc-services
com.github.hazendaz,displaytag
com.auxilii,msgparser
com.woorea,resteasy-connector
org.wildfly.swarm,jca-modules
org.nutz,nutzboot-starter-nutz-mvc
ddf.platform,platform-configuration
de.metas.elasticsearch,de.metas.elasticsearch
org.tynamo.security,tynamo-federatedaccounts-openid
com.nativelibs4java,ochafik-util
com.octoperf.kraken,config-gatling-api
us.fatehi,schemacrawler-tools
com.github.hypfvieh,bluez-dbus-osgi
com.inspire-software.lib.dto.geda,geda.core
com.kunstmusik,blue-ext-openjfx
org.gluu,oxauth-static
com.gentics.elasticsearch,elasticsearch-client
org.eclipse.steady,repo-client
de.metas.device.adempiere,de.metas.device.adempiere
org.openhab.addons.bundles,org.openhab.binding.wlanthermo
com.azure,azure-security-keyvault-jca
com.vaadin,vaadin-spring-boot-starter
org.glassfish.fighterfish,osgi-jdbc
com.weibo,yar-java
org.apache.directory.server,apacheds-bootstrap-partition
org.pac4j,spark-pac4j
software.amazon.awssdk,route53domains
org.apache.brooklyn.camp,camp-server
org.jvnet.jax-ws-commons,jaxws-grizzly-httpspi
org.apache.edgent,edgent-connectors-websocket-base
io.helidon.media,helidon-media-jsonb
com.crossoverjie.netty,cim-server-api
org.eclipse.jetty,jetty-runner
com.pholser,junit-quickcheck-core
io.cattle,cattle-iaas-storage-service
com.pff,java-libpst
org.jboss.spec.javax.xml.ws,jboss-jaxws-api_2.3_spec
com.git.hui.boot,008-bean-order-client
org.apache.cayenne,cayenne-project
org.apache.bval,bval-guice
com.splicemachine,splice_timestamp_api
org.example,custom-lib
com.webank.wedatasphere.linkis,linkis-storage-script-dev-client
ant,ant
org.voltdb,voltdbclient
org.apache.edgent.android,edgent-connectors-iot
net.sourceforge.mogwai,mogwai-looks
org.jvnet.hudson.plugins,analysis-core
org.apache.archiva,archiva-scheduler-api
com.fasterxml.jackson.dataformat,jackson-dataformat-ygaml
org.seamless,seamless-util
backport-util-concurrent,backport-util-concurrent
org.mule.runtime,mule-module-service
org.hotswapagent,hotswap-agent-weld-plugin
org.ehrbase.openehr.sdk,web-template
com.rackspacecloud,blueflood-core
com.songoda,skyblock
io.helidon.media,helidon-media-jsonp
eu.europa.ec.joinup.sd-dss,dss-i18n
org.openjdk.jmc,flightrecorder.serializers.test
org.springframework.cloud,spring-cloud-dataflow-platform-cloudfoundry
com.github.jsurfer,jsurfer-all
com.typesafe.akka,akka-http-testkit_2.13
com.typesafe.akka,akka-http-testkit_2.12
org.apache.logging.log4j,log4j-docker
fr.opensagres.xdocreport,fr.opensagres.odfdom.converter.pdf
com.j256.simplemagic,simplemagic
com.navercorp.pinpoint,pinpoint-activemq-client-plugin
org.testingisdocumenting.webtau,webtau-core
io.divide,dao-objectify
org.jboss.marshalling,jboss-marshalling
org.sakaiproject.message,sakai-message-api
org.hyperic.hq.plugin,hyper_v-plugin
org.rhq,rhq-filetemplate-bundle-common
org.apache.nifi.minifi,minifi-bootstrap
org.bstats.bStats-Metrics,bstats-bukkit
com.navercorp.pinpoint,pinpoint-redis-plugin
org.wso2.carbon.apimgt,org.wso2.carbon.apimgt.impl
com.oracle.coherence.ce,coherence-http-netty
org.apache.james,apache-james-mailbox-quota-search-scanning
com.github.qiujiayu,autoload-cache-serializer-hessian
com.scireum,sirius-web
edu.princeton,wordnet-dict
org.jclouds,jclouds-compute
com.zheng,zheng-pay-dao
org.teiid,teiid-optional-json
org.apache.camel.quarkus,camel-quarkus-chunk
org.sonatype.spice,model-builder
org.wso2.carbon.identity.data.publisher.oauth,org.wso2.carbon.identity.data.publisher.oauth.server.feature
org.knowm.xchange,xchange-simulated
org.apache.pulsar,pulsar-io-nsq
batik,batik-gvt
ddf.catalog.rest,catalog-rest-endpoint
com.github.crawler-commons,urlfrontier-API
org.apache.camel,camel-testcontainers-junit5
com.clarkparsia.pellet,pellet-owlapi
org.wildfly.security,wildfly-elytron-mechanism-oauth2
com.ibm.wala,com.ibm.wala.core
org.odpi.egeria,asset-lineage-spring
org.wso2.carbon.mediation,org.wso2.carbon.message.store.stub
org.apache.skywalking,storage-tidb-plugin
org.nuxeo.ecm.platform,nuxeo-platform-forms-layout-io
com.github.ulisesbocchio,jasypt-spring-boot-starter
org.jboss.narayana.rts,restat-api
com.acme,toimport
org.apache.nifi,nifi-framework-nar-loading-utils
com.sun.woodstock.dependlibs,json
org.eclipse.ditto,ditto-json
org.picketlink,picketlink-idm-api
xmlrpc-helma,xmlrpc-helma
org.teiid.connectors,translator-parquet
com.codenameone,codenameone-android
com.speedment.jpastreamer,analytics-standard
javasysmon,javasysmon
org.ocpsoft.rewrite,rewrite-annotations-api
org.eclipse.hono,hono-client-registry-amqp
org.sakaiproject.search,search-adapters-impl
com.github.thomasdarimont.keycloak,custom-user-profile-extension
org.minbox.framework,api-boot-starter-alibaba-sms
org.eclipse.lemminx,org.eclipse.lemminx
org.gridgain,gridgain-hibernate
com.amazonaws,aws-java-sdk-workmailmessageflow
org.forgerock.openam,openam-tokens
net.officefloor.benchmarks,woof_benchmark
log4j,log4j
org.openjdk.jmc,org.openjdk.jmc.console.ui
com.github.lybgeek,springboot-spi-ioc-framework
com.sonatype.licensing,license-bundle
org.apache.edgent,edgent-runtime-appservice
com.aliyun,aliyun-java-sdk-ccc
jrms,jrms
de.mirkosertic.bytecoder,bytecoder.opencl
com.github.ben-manes.caffeine,caffeine
org.webjars.npm,weaverjs
org.graphfoundation.ongdb,ongdb-causal-clustering
com.github.jsurfer,jsurfer-jsonsimple
org.neo4j,neo4j-ogm-embedded-native-types
de.metas.device.scales,de.metas.device.scales
org.fluentlenium,fluentlenium-core
dev.vankka,MCDiscordReserializer
org.seleniumhq.selenium,selenium-devtools-v95
org.swinglabs.swingx,swingx-graphics
org.eclipse.jetty,jetty-alpn-conscrypt-client
org.nuxeo.csv,nuxeo-csv-core
georss-rome,georss-rome
com.caucho,quercus
com.github.paulcwarren,spring-content-renditions
org.antlr.runtime,org.antlr.runtime
jakarta.inject,jakarta.inject
net.sf.okapi.filters,okapi-filter-json
org.dromara,hmily-grpc
org.exist-db,exist-persistentlogin
commons-http,commons-http
org.nuxeo.ecm.platform,nuxeo-platform-directory-api
net.sf.jtidy,jtidy
io.confluent.parallelconsumer,parallel-consumer-core
org.ranksys,RankSys-metrics
com.hubspot,Ringleader
com.ruoyi,ruoyi-common-datascope
org.springframework.cloud,spring-cloud-aws-secrets-manager-config
sshtools,j2ssh-core
nl.martijndwars,web-push
com.structurizr,structurizr-analysis
org.jboss.ejb3,jboss-ejb3-proxy-impl
org.hibernate.search,hibernate-search-integrationtest-backend-tck
io.jpress,jpress-model
org.wso2.orbit.com.atlassian.oai,swagger-request-validator-core
org.testcontainers,selenium
io.eventuate.tram.examples.customers.and.orders,customer-service-api-web
org.jooq,jooq-kotlin
org.apache.maven.its.mng4003,d
org.evosuite,evosuite-client
org.scale7,scale7-pelops
org.xmlunit,xmlunit-core
org.apache.camel,camel-huaweicloud-smn
com.baeldung,oauth-authorization-server
org.xiph,vorbis-java
com.webcohesion.enunciate,enunciate-jackson
com.lordofthejars,nosqlunit-cassandra
com.alibaba.otter,shared.common
org.apache.maven.its.mng4003,c
org.apache.maven.its.mng4003,b
org.apache.maven.its.mng4003,a
com.datastax.cassandra,cassandra-driver-mapping
com.alicp.jetcache,jetcache-redis-lettuce
org.apache.jmeter,ApacheJMeter_jdbc
org.jboss,jboss-iiop-client
org.dcm4che,dcm4che-core
org.apache.pinot,pinot-ingestion-common
org.apache.camel.quarkus,camel-quarkus-pdf
org.apache.zeppelin,zeppelin-server
io.github.dropwizard-jobs,dropwizard-jobs-core
io.fundrequest,github
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.nlp4j-model-tagger-en-default
org.apache.lucene,lucene-smartcn
org.apache.camel.quarkus,camel-quarkus-csimple-deployment
com.webank.wedatasphere.dss,dss-framework-workspace-server
com.atomikos,transactions-hibernate4
com.atomikos,transactions-hibernate3
io.quarkus.resteasy.reactive,resteasy-reactive-jackson
com.atomikos,transactions-hibernate2
org.apache.maven.plugins.project-info-reports.its,dep
org.apache.jena,jena-fuseki-ui
dk.dma.enav,enav-model
io.nosqlbench,driver-web
org.rhq,rhq-core-gui
org.talend.esb,sam-agent
com.github.saturnism.spring-boot-starter-grpc,grpc-client-starter
com.oblac,nomen-est-omen
org.sweble.wikitext,swc-engine
jakarta.servlet.jsp,jakarta.servlet.jsp-api
org.webjars,chartjs
org.apache.camel.quarkus,camel-quarkus-groovy
com.madgag,agit-test-utils
org.apache.hop,hop-transform-rowstoresult
org.sakaiproject.common,sakai-common-api
org.geonetwork-opensource,gn-cachingxslt
org.infinispan,infinispan-remote-query-client
com.github.FUDCo,Elko
org.glassfish.main.extras,glassfish-embedded-shell
org.togglz,togglz-redis
org.openhab.addons.bundles,org.openhab.binding.sonyprojector
org.locationtech.geowave,geowave-core-geotime
net.citizensnpcs,citizens-v1_15_R1
org.apache.flink,flink-s3-fs-base
com.google.android.google-play-services,google-play-services
org.odpi.egeria,discovery-engine-server
org.rhq,rhq-ant-bundle-common
org.apache.activemq.tooling,activemq-junit
org.apache.hyracks,hyracks-storage-am-lsm-btree
com.amazonaws.serverless,aws-serverless-java-container-spark
io.hops,hadoop-yarn-api
org.xwiki.platform,xwiki-platform-icon-api
com.tencentcloudapi,tencentcloud-sdk-java
com.google.sitebricks,sitebricks-test-support
com.spotify,flo-freezer
com.google.http-client,google-http-client-apache-v2
org.apache.cloudstack,cloud-plugin-api-limit-account-based
org.mule.test,library
fish.payara.server.internal.orb,orb-connector-l10n
org.jboss.as,jboss-as-web
org.graylog2,graylog2-server
org.apache.edgent.android,edgent-analytics-math3
com.blazegraph,bigdata-rdf-test
com.plumelog,plumelog-client-core
org.apache.shenyu,shenyu-metrics-facade
edu.isi,karma-offline
net.onedaybeard.artemis,artemis-odb-serializer-json-libgdx
org.knowm.xchange,xchange-upbit
org.eclipse.kapua,kapua-qa
com.aliyun,aliyun-java-sdk-cms
org.jigsaw.payment,jigsaw-payment-schema
de.javagl,rendering-interaction
org.apache.maven.release,maven-release-manager
org.eclipse.jetty.orbit,org.eclipse.jdt.core
org.zalando,opentracing-spring-web-extension
com.qcadoo.mes,mes-plugins-supply-negotiations
org.jboss.eap.quickstarts,ejb-throws-exception-ejb-api
javax.script,groovy-engine
com.zmops,server-camel-receiver
org.jupiter-rpc,jupiter-registry-zookeeper
org.wso2.carbon.identity.rest.dispatcher,org.wso2.carbon.identity.api.dispatcher.core
br.com.netodevel,generator-core
com.heliosdecompiler,hex-editor
org.jboss.slf4j,slf4j-jboss-logging
org.tanaguru,tanaguru-engine
org.openhab.core.bundles,org.openhab.core.config.dispatch
com.ibm.etcd,etcd-java
org.gradle,gradle-maven
org.apache.isis.core,isis-schema
org.apache.cxf,cxf-tools-validator
com.qlangtech.tis,tis-common-dao
org.springframework.shell,spring-shell-standard
cloud.piranha.extension,piranha-extension-myfaces
com.smartbear.utils.analytics,analytics-core
org.esa.snap,snap-remote-products-repository
com.consol.citrus,citrus-validation-groovy
org.apache.htrace,htrace-core
org.openehealth.ipf.boot,ipf-hl7-spring-boot-starter
org.jboss.el,jboss-el
org.slf4j,slf4j-simple
org.apache.tiles,tiles-request-api
tk.mybatis,mapper
org.sakaiproject.edu-services.gradebook,gradebook-service-impl
org.apache.dubbo,dubbo-samples-chain-backend
org.isomorphism,token-bucket
site.ycsb,accumulo1.9-binding
org.codice.ddf.metrics,metrics-servlet-filter
org.apache.dubbo,dubbo-remoting-zookeeper
org.glassfish.main.admingui,console-ejb-lite-plugin
org.nuiton.thirdparty,l2fprod-common
com.microsoft.azure,azure-mgmt-keyvault
org.apache.maven.its.shade.mjpi,dep
org.sonarsource.sonarqube-plugins.cxx,sonar-cxx-plugin
org.apache.hbase,hbase-http
io.quarkus,quarkus-test-keycloak-server
org.cloudifysource,utility-domain
io.opentracing.contrib,opentracing-kafka-client
org.apache.deltaspike.cdictrl,deltaspike-cdictrl-openejb
ddf.distribution,console-branding
org.apache.camel.quarkus,camel-quarkus-pdf-deployment
com.github.lybgeek,springboot-spi-cn
com.github.openEHR,archie
org.gephi,desktop-filters
io.gravitee.am.gateway.handler,gravitee-am-gateway-handler-context
org.apache.cxf,cxf-rt-rs-extension-providers
io.gravitee.apim.repository,gravitee-apim-repository-api
com.paypal.sdk,checkout-sdk
org.apache.hop,hop-action-pipeline
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.ixa-model-tagger-es-perceptron-autodict01-ancora-2.0
org.apache.maven.its.mng4070,a
org.jogamp.gluegen,gluegen-rt-natives-windows-i586
de.adorsys.psd2,cms-payment-support-impl
org.apache.uima,uimafit-cpe
com.blazebit,blaze-persistence-integration-quarkus-deployment
org.teavm,teavm-c-incremental
eu.europa.ec.joinup.sd-dss,dss-signature-dto
org.apache.cxf,cxf-rt-features-throttling
org.apache.hbase,hbase-protocol
io.cdap.cdap,cdap-formats
org.mengyun,tcc-transaction-dubbo
cloud.piranha.extension,piranha-extension-hazelcast
org.wso2.carbon.identity.framework,org.wso2.carbon.identity.functions.library.mgt
org.wildfly.swarm,io-modules
org.apache.camel.quarkus,camel-quarkus-jsonata-deployment
org.locationtech.geogig,geogig-cli-core
org.infinispan,infinispan-api
org.apache.sshd,sshd-spring-sftp
org.kitesdk,kite-data-mapreduce
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.opennlp-model-tagger-es-maxent
org.apache.usergrid,cache
com.ververica,flink-connector-mysql-cdc
it.unibz.inf.ontop,ontop-rdf4j-config-sql
com.weibo,motan-registry-consul
code.google.com,patricia-trie
org.bytedeco,arrow
org.odpi.egeria,asset-lineage-api
com.vaadin.polymer,vaadin-gwt-polymer-elements
com.alibaba.csp,sentinel-core
io.jooby,jooby-jasypt
info.debatty,java-lsh
com.ontology2,haruhi-spring
com.google.code,cjftransform
de.tudarmstadt.ukp.dkpro.core,de.tudarmstadt.ukp.dkpro.core.stanfordnlp-model-tagger-es-default
org.aksw.sparqlify,sparqlify-core
org.jboss.spec.javax.jms,jboss-jms-api_1.1_spec
io.lumify,lumify-palantir-core
com.codenvy.plugin,codenvy-plugin-microsoft-vsts-ext-server
com.octoperf.kraken,tools-reactor-utils
org.eclipse.microprofile.jwt,microprofile-jwt-auth-api
com.influxdb,influxdb-client-core
org.wso2.identity,org.wso2.identity.integration.common.utils
com.github.lybgeek,springboot-spi-en
io.thorntail,keycloak-microprofile-jwt
eclipse-photon,org.eclipse.equinox.registry
org.apache.nifi,nifi-standard-utils
org.jboss.windup,windup-tooling-api
org.eclipse.kapua,kapua-device-management-command-job
org.forgerock.ce.openam,openam-auth-radius
org.openjdk.jmc,org.openjdk.jmc.rcp.product.feature
io.onedev,server-plugin-buildspec-node
io.restx,restx-classloader
org.jboss.spec.javax.ws.rs,jboss-jaxrs-api_3.0_spec
com.salesforce,phoenix-core
com.github.kevinsawicki,android-pusher
com.garmin.fit,fit
de.tudarmstadt.ukp.inception.app,inception-ui-dashboard
io.prestosql,presto-hive
fr.minuskube.inv,smart-invs
ddf.platform,security
org.jboss.forge.addon,convert-api
com.yahoo.vespa,container-search-gui
org.springframework.cloud,spring-cloud-starter-skipper-server
org.apache.xmlgraphics,fop-pdf-images
org.optaplanner,optaplanner-quarkus
com.github.rest-driver,rest-server-driver
de.sciss,prefuse-core
com.aspose,aspose-barcode
org.jboss.arquillian.testenricher,arquillian-testenricher-initialcontext
org.apache.camel.quarkus,camel-quarkus-aws2-sqs-deployment
com.baidu,brpc-spring-boot-examples-api
org.spf4j.avro,core-schema
com.ibm.darpc,darpc
org.primaresearch,basic
com.willowtreeapps.assertk,assertk-jvm
org.modeshape,modeshape-web-jcr-rest
org.sakaiproject.edu-services.sections,sections-api
io.jpress,module-product-search-db
com.codenvy.onpremises.wsmaster,codenvy-hosted-sql-core
uk.ac.imperial,pipe-analysis
org.apache.camel,camel-asn1
info.cukes,cucumber-java8
org.openhab.addons.bundles,org.openhab.binding.ipcamera
fish.payara.server.internal.packager,j-interop-repackaged
org.apache.servicemix.specs,org.apache.servicemix.specs.scripting-api-1.0
org.modeshape,modeshape-connector-jdbc-metadata
eu.bitwalker,UserAgentUtils
org.jboss.forge.addon,ui-spi
uk.gov.dstl.baleen,baleen-redis
org.freemarker,freemarker
org.openhab.binding,org.openhab.binding.milight
com.github.skylot.jadx,jadx-dex-input
org.apache.knox,gateway-service-vault
org.apache.flink,flink-yarn_2.11
org.unitils,unitils-testng
org.apache.isis.examples.apps,demo-domain
org.apache.camel.quarkus,camel-quarkus-yaml-dsl
org.apache.camel,camel-arangodb
com.github.cisco-system-traffic-generator,trex-packet-editor
com.alibabacloud.hipstershop,cartservice-api
org.infinispan,infinispan-jcache
com.google.cloud,spring-cloud-gcp-starter-storage
com.easytoolsoft,easyreport-queryer
de.metas.document,de.metas.document.refid
com.lordofthejars,nosqlunit-redis
org.restcomm.media.core,media-core-component
org.apache.nifi.registry,nifi-registry-revision-api
org.apache.servicecomb,transport-rest-vertx
io.github.cdimascio,java-dotenv
io.takari.bpm,bpm-engine-api
org.apache.jclouds.provider,profitbricks
org.mayocat.platform,mayocat-platform-files
com.speedment.jpastreamer,fieldgenerator-standard
org.apache.camel.quarkus,camel-quarkus-consul-deployment
org.apache.servicecomb.pack,alpha-server
com.badlogicgames.gdx,gdx-backend-lwjgl3
org.openehealth.ipf.gazelle,ipf-gazelle-validation-profiles-pharmh
fish.payara.server.internal.security,security-ee-l10n
org.hisp.dhis,dhis-support-commons
com.alibaba.otter,connector.core
net.fortytwo.sesametools,common
org.umlg,sqlg-c3p0
org.jvnet.hudson,org.suigeneris.jrcs.rcs
org.apache.camel.quarkus,camel-quarkus-seda-deployment
org.codelibs.elasticsearch.module,lang-painless
com.revinate,assertj-json
org.sonatype.nexus,nexus-blobstore-api
org.springframework.statemachine,spring-statemachine-test
org.testingisdocumenting.webtau,webtau-core-groovy
org.apache.hop,hop-transform-denormaliser
cyclic-reference,module-a
com.madgag,util-compress
com.walmartlabs.concord,concord-imports
cyclic-reference,module-b
org.apache.pulsar,pulsar-transaction-coordinator
org.apache.camel,camel-oaipmh
org.lesscss,lesscss
org.minbox.framework,api-boot-starter-mongo-client-settings
org.apache.jena,jena-base
org.crazycake,shiro-redis-spring-boot-starter
org.xeustechnologies,jcl-core
fr.xebia.management,xebia-management-extras
org.apache.distributedlog,distributedlog-proxy-server
org.uma.jmetal,jmetal-algorithm
io.github.xxyopen,xxy-model
org.xwiki.platform,xwiki-platform-resource-default
org.apache.syncope.common,syncope-common-lib
org.restcomm.media.core.client.mgcp,media-core-client-mgcp-driver
com.jslsolucoes,i18n
com.atlassian.fugue,fugue
com.stormpath.sdk,stormpath-sdk-oauth
io.micronaut.rxjava3,micronaut-rxjava3-http-client
com.dtstack.flink,sql.sink.kafka-base
au.com.bytecode,opencsv
nl.altindag,server
org.apache.camel,camel-rest-swagger
org.apache.unomi,unomi-persistence-elasticsearch-core
org.kie.kogito,kogito-api-incubation-decisions
com.dtstack.flinkx,flinkx-connector-binlog
com.badlogicgames.gdx,gdx-ai
org.apache.maven,maven-artifact-manager
org.radargun,plugin-infinispan52
org.dcm4che.dcm4chee-arc,dcm4chee-arc-export-dicom
org.radargun,plugin-infinispan53
org.javabits.jgrapht,jgrapht-core
com.twitter.ambrose,ambrose-cascading
com.alicp.jetcache,jetcache-anno
org.radargun,plugin-infinispan50
org.apache.maven.plugins,maven-dependency-plugin
com.hazelcast.jet,hazelcast-jet-kinesis
org.radargun,plugin-infinispan51
org.asteriskjava,asterisk-java
org.apache.lucene,lucene-backward-codecs
com.networknt,tram-todo-view
com.cloud.com.vmware,vmware-vim25
com.oracle.oci.sdk,oci-java-sdk-computeinstanceagent
org.hectorclient,hector-core
com.google.http-client,google-http-client-test
org.springframework.boot,spring-boot-starter-jta-atomikos
io.helidon.metrics,helidon-metrics
org.apache.nifi,nifi-record-serialization-services
org.testcontainers,mongodb
org.kaazing,gateway.check.update
org.mobicents.protocols.sctp,sctp-api
de.tudarmstadt.ukp.clarin.webanno,webanno-ui-menu
io.opentracing.contrib,opentracing-akka
org.apache.nifi,nifi-socket-utils
io.restx,restx-server-simple
org.openimaj,tutorial-content
it.geosolutions.jaiext.colorindexer,jt-colorindexer
es.gob.afirma,afirma-crypto-core-xml
org.apache.flink,flink-metrics-jmx
org.waveprotocol,clientscheduler-src
org.apache.jena,jena-geosparql
org.malagu.linq,spring-boot-linq
com.zeroc,icestorm
jakarta.authorization,jakarta.authorization-api
software.amazon.lambda,powertools-core
net.dzikoysk,linuxenv
org.geoserver.community,gs-ogcapi-dggs
fr.opensagres.xdocreport,fr.opensagres.xdocreport.converter
org.apache.servicecomb.demo,demo-multi-registries-client
com.alipay.sofa,jraft-core
com.spotify,apollo-route
org.geotools,gt-app-schema-resolver
com.github.yuchi,npm-semver
org.apache.camel,camel-catalog
com.amazonaws,aws-java-sdk-cloudsearch
org.dcm4che,dcm4che-hl7
org.apache.helix,zookeeper-api
org.openolat,jcodec
com.blazegraph,vocabularies
ca.uhn.hapi.fhir,org.hl7.fhir.utilities
org.graylog.cef,cef-parser
org.openehealth.ipf.platform-camel,ipf-platform-camel-ihe-fhir-core
org.opendaylight.controller,cds-mgmt-api
org.apache.samza,samza-aws_2.11
com.day.commons,day-commons-gfx
com.jarektoro,responsive-layout
org.apache.servicecomb.demo,pojo-client
com.google.cloud,spring-cloud-gcp-security-firebase
org.esa.s1tbx,s1tbx-op-calibration
org.geoserver.csw,gs-csw-simple-store
io.helidon.integrations.micronaut,helidon-integrations-micronaut-cdi
de.tudarmstadt.ukp.inception.app,inception-app-webapp
org.geoserver.community,gs-ogcapi-images
org.openhab.core.bundles,org.openhab.core.config.discovery.usbserial.linuxsysfs
com.oracle.oci.sdk,oci-java-sdk-jms
org.cometd.java,cometd-java-client-common
org.apache.maven.its.dependency,purge-local-repository-2
org.apache,spark-dpp
org.clapper,grizzled-slf4j_2.11
io.xream.x7,x7-jdbc-template-plus
io.netty,netty-codec-haproxy
net.bytebuddy,byte-buddy
com.codenvy.plugin,codenvy-router-machine
eu.europa.ec.joinup.sd-dss,dss-server-signing-common
org.openjdk.nashorn,nashorn-core
