packageName,api,mcrCategories,mcrTags,count,countAll,proportion
samples,org.apache.lucene:lucene-core,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",7,7,1.0
liredemo,org.apache.lucene:lucene-core,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",91,91,1.0
net.semanticmetadata.lire.imageanalysis.features.local.shapecontext,org.apache.commons:commons-math3,Math Libraries,"math,apache,commons",66,66,1.0
edu.uniklu.itec.mosaix.engine,org.apache.lucene:lucene-core,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",8,8,1.0
net.semanticmetadata.lire.benchmarking,junit:junit,Testing Frameworks,"testing,junit",33,810,0.04
net.semanticmetadata.lire.benchmarking,org.apache.lucene:lucene-core,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",777,810,0.96
net.semanticmetadata.lire.benchmarking.custom,junit:junit,Testing Frameworks,"testing,junit",6,18,0.33
net.semanticmetadata.lire.benchmarking.custom,org.apache.lucene:lucene-core,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",12,18,0.67
net.semanticmetadata.lire.imageanalysis.sift,org.apache.lucene:lucene-core,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",12,14,0.86
net.semanticmetadata.lire.imageanalysis.sift,junit:junit,Testing Frameworks,"testing,junit",2,14,0.14
net.semanticmetadata.lire.imageanalysis.features.local.surf,com.sangupta:jopensurf,"","",17,17,1.0
liredemo.indexing,org.apache.lucene:lucene-core,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",38,38,1.0
net.semanticmetadata.lire.applications,org.apache.lucene:lucene-core,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",30,35,0.86
net.semanticmetadata.lire.applications,junit:junit,Testing Frameworks,"testing,junit",5,35,0.14
net.semanticmetadata.lire.imageanalysis.features.local.opencvfeatures,nu.pattern:opencv,Computer Vision,"pattern,computer-vision,ai",218,218,1.0
net.semanticmetadata.lire.indexing.fastmap,junit:junit,Testing Frameworks,"testing,junit",2,37,0.05
net.semanticmetadata.lire.indexing.fastmap,org.apache.lucene:lucene-core,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",35,37,0.95
net.semanticmetadata.lire.invertedlist,org.apache.lucene:lucene-core,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",12,13,0.92
net.semanticmetadata.lire.invertedlist,junit:junit,Testing Frameworks,"testing,junit",1,13,0.08
net.semanticmetadata.lire.searchers,org.apache.lucene:lucene-analyzers-common,"","lucene,analyzer,apache,index",4,723,0.01
net.semanticmetadata.lire.searchers,org.apache.lucene:lucene-core,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",697,723,0.96
net.semanticmetadata.lire.searchers,junit:junit,Testing Frameworks,"testing,junit",1,723,0.0
net.semanticmetadata.lire.searchers,org.apache.lucene:lucene-queryparser,"","lucene,apache,index",21,723,0.03
net.semanticmetadata.lire,junit:junit,Testing Frameworks,"testing,junit",17,497,0.03
net.semanticmetadata.lire,org.apache.lucene:lucene-core,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",478,497,0.96
net.semanticmetadata.lire,org.apache.lucene:lucene-analyzers-common,"","lucene,analyzer,apache,index",2,497,0.0
net.semanticmetadata.lire.searchers.custom,org.apache.lucene:lucene-core,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",118,118,1.0
