packageName,className,methodName,apis
edu.cmu.lti.oaqa.flexneuart.letor.external,TextEntryParsed,writeObject,[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.utils,ParamHelper,"",[commons-cli:commons-cli]
edu.cmu.lti.oaqa.flexneuart.apps,ExportTrainCEDRWithScores,addOptionsDesc,[commons-cli:commons-cli]
edu.cmu.lti.oaqa.flexneuart.letor,EmbeddingReaderAndRecoder,getVector,[net.openhft:koloboke-api-jdk6-7]
edu.cmu.lti.oaqa.nmslib,QueryException,readObject,[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.letor,FeatExtrPassRetrScore,getFeaturesMappedIds,[com.googlecode.matrix-toolkits-java:mtj]
edu.cmu.lti.oaqa.flexneuart.letor.external,WordEntryInfo,write,[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.apps,BaseQueryApp,initExtractors,"[com.googlecode.matrix-toolkits-java:mtj,commons-cli:commons-cli,org.slf4j:slf4j-api]"
edu.cmu.lti.oaqa.flexneuart.apps,ExportTrainBase,addAllOptionDesc,[commons-cli:commons-cli]
edu.cmu.lti.oaqa.flexneuart.utils,BSONDataUtils,parseBSONEntry,[org.mongodb:bson]
edu.cmu.lti.oaqa.flexneuart.letor.external,TextEntryRaw,getId,[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.letor.external,TextEntryRaw,scheme,[org.apache.thrift:libthrift]
edu.cmu.lti.oaqa.flexneuart.letor,SingleFieldFeatExtractor,getFeatures,[com.googlecode.matrix-toolkits-java:mtj]
edu.cmu.lti.oaqa.flexneuart.apps,FilterTranTable,main,"[commons-cli:commons-cli,org.slf4j:slf4j-api]"
edu.cmu.lti.oaqa.flexneuart.apps,LuceneIndexer,Usage,[commons-cli:commons-cli]
edu.cmu.lti.oaqa.flexneuart.fwdindx,ForwardIndexTextInMem,"",[org.slf4j:slf4j-api]
edu.cmu.lti.oaqa.flexneuart.utils,CompressUtils,unbzip2Str,"[commons-io:commons-io,org.apache.ant:ant]"
edu.cmu.lti.oaqa.flexneuart.apps,CheckDenseSparseExportScores,main,"[args4j:args4j,com.googlecode.matrix-toolkits-java:mtj,org.slf4j:slf4j-api]"
