packageName,className,methodName,apis
com.vmware.xenon.common.http.netty,NettyHttpServiceClientTest,getHeaders,[io.netty:netty-all]
com.vmware.xenon.services.common,TestFieldInfoCache,makeFieldInfo,[org.apache.lucene:lucene-core]
com.vmware.xenon.services.samples,FsmTaskService,createFactory,[com.vmware.xenon:xenon-common]
com.vmware.xenon.workshop,TaskDemoService,handlePatch,[com.vmware.xenon:xenon-common]
com.vmware.xenon.common,TestLocalizableValidationException,returnsLocalizedServiceResponseTestWithInnerOperation,[junit:junit]
com.vmware.xenon.common,TestServiceDocument,testEqualsMergeNonEmptySource,[junit:junit]
com.vmware.xenon.common,TestServiceDocument,testMapMerge,[junit:junit]
com.vmware.xenon.common,TestUtils,testServiceProvidedUiPathEmpty,[junit:junit]
com.vmware.xenon.common.http.netty,NettyHttp2Test,verifyPerHostPendingRequestLimit,[junit:junit]
com.vmware.xenon.common.opentracing,TracerFactory,"",[com.google.code.findbugs:annotations]
com.vmware.xenon.common.serialization,JsonMapper,hashJson,[com.google.code.gson:gson]
com.vmware.xenon.common.serialization,ZonedDateTimeSerializer,write,[com.esotericsoftware:kryo-shaded]
com.vmware.xenon.performance,ReplicatedService,"",[com.vmware.xenon:xenon-common]
com.vmware.xenon.services.common,TestMigrationTaskService,successMigrateWithSourceUrisAndDestinationUris,[junit:junit]
com.vmware.xenon.services.common,TestODataQueryService,testNumericEqQuery,[junit:junit]
com.vmware.xenon.services.samples,TestSampleHost,testState,[junit:junit]
com.vmware.xenon.workshop,DemoStatelessService,handlePatch,[com.vmware.xenon:xenon-common]
com.vmware.xenon.workshop,TaskDemoService,initializePatchState,[com.vmware.xenon:xenon-common]
com.vmware.xenon.common,TestDeferredResult,testHandle,[junit:junit]
com.vmware.xenon.common,TestRoundRobinOperationQueue,offerAndPollMultipleKeys,[junit:junit]
com.vmware.xenon.common,TestServiceDocument,testNestedPodosAreAssignedKinds,[junit:junit]
com.vmware.xenon.common.http.netty,NettyHttpServerInitializer,"",[io.netty:netty-all]
com.vmware.xenon.common.http.netty,NettyHttpServiceClientTest,throughputGetRemote,[junit:junit]
com.vmware.xenon.services.common,LuceneQueryConverter,convertToLuceneType,[org.apache.lucene:lucene-core]
com.vmware.xenon.services.common,QueryPageService,handleQueryCompletion,[org.apache.lucene:lucene-core]
com.vmware.xenon.services.common,TestMigrationTaskService,successMigrateImmutableDocuments,[junit:junit]
com.vmware.xenon.services.common,TestQueryTaskService,getNextPageLinks,[junit:junit]
com.vmware.xenon.services.common.authn,TestBasicAuthenticationService,clearSystemProperties,[junit:junit]
com.vmware.xenon.services.samples,TestSampleSimpleEchoService,prepare,[junit:junit]
com.vmware.xenon.common,TestGsonConfiguration,testCustomConfigurationParaemeterizedType,"[com.google.code.gson:gson,junit:junit]"
com.vmware.xenon.common,TestUtils,testEncodeGzipResponseBody,[junit:junit]
com.vmware.xenon.common.opentracing,InjectMockTracer,after,[junit:junit]
com.vmware.xenon.common.serialization,TestKryoSerializers,serializeDeserializeDocument,"[com.esotericsoftware:kryo-shaded,junit:junit]"
com.vmware.xenon.services.common,DocumentStoredFieldVisitor,floatField,[org.apache.lucene:lucene-core]
com.vmware.xenon.services.common,Lucene60FieldInfosFormatWithCache,read,[org.apache.lucene:lucene-core]
com.vmware.xenon.services.common,TestGraphQueryTaskService,threeStageTreeGraph,[junit:junit]
com.vmware.xenon.services.common,TestLuceneDocumentIndexService,throughputPostWithExpirationLongRunning,[junit:junit]
com.vmware.xenon.services.common,TestMigrationTaskService,failOnDestinationNodeFailureBeforeIssuingQuery,[junit:junit]
com.vmware.xenon.services.common,TestQueryTaskService,paginatedQueriesWithExpirationValidation,[junit:junit]
com.vmware.xenon.services.common,TestQueryTaskService,sortTestOnQueryValidationStates,[junit:junit]
com.vmware.xenon.services.common,TestTransactionService,testShortTransactions,[junit:junit]
com.vmware.xenon.services.common,TestUserGroupService,testFactoryIdempotentPost,[junit:junit]
com.vmware.xenon.common,QueryResultsProcessor,convert,[com.google.code.gson:gson]
com.vmware.xenon.common,TestEventStreams,testSimpleLocal,[junit:junit]
com.vmware.xenon.common,TestQueryResultProcessor,selectedDocumentNull,[junit:junit]
com.vmware.xenon.common,TestSendWithDeferredResult,testFanOut,[junit:junit]
com.vmware.xenon.common,TestStatefulService,throughputInMemoryStrictUpdateCheckingServiceRemotePut,[junit:junit]
com.vmware.xenon.common.config,XenonConfigurationTest,choice,[junit:junit]
com.vmware.xenon.common.test,VerificationHost,restartStatefulHost,[org.apache.lucene:lucene-core]
com.vmware.xenon.host,XenonHostWithPeerListenerTest,createAllTrustingServiceClient,[com.vmware.xenon:xenon-common]
com.vmware.xenon.services.common,QueryPageService,"",[org.apache.lucene:lucene-core]
com.vmware.xenon.services.common,TestLuceneDocumentIndexService,deleteWithExpirationAndPostWithPragmaForceUpdate,[junit:junit]
com.vmware.xenon.services.common,TestMigrationTaskService,successTaskRestartedByMaintenance,[junit:junit]
com.vmware.xenon.services.common,TestNodeGroupService,nonReplicatedOwnerSelected,[junit:junit]
com.vmware.xenon.services.common,TestODataQueryService,testNEAndNEQuery,[junit:junit]
com.vmware.workshop.labs,BookServiceTest,tearDown,[junit:junit]
com.vmware.xenon.common,TestDeferredResult,testAllOf,[junit:junit]
com.vmware.xenon.common,TestOperation,performAndVerify304Response,[junit:junit]
com.vmware.xenon.common,TestSendWithDeferredResult,testException,[junit:junit]
com.vmware.xenon.common,TestServiceHost,postFailureOnAlreadyStarted,[junit:junit]
com.vmware.xenon.common.jwt,TestCase,setRfc7515A1,[junit:junit]
com.vmware.xenon.common.test,ContainerVerificationHost,resumeHostInContainer,[com.github.docker-java:docker-java]
com.vmware.xenon.services.common,LuceneIndexDocumentHelper,getDoc,[org.apache.lucene:lucene-core]
com.vmware.xenon.services.common,TestLuceneDocumentIndexBackupService,backupRequestParameters,[junit:junit]
com.vmware.xenon.services.common,TestMigrationTaskService,successMigrateTransformedDocumentsUsingTransformRequest,[junit:junit]
com.vmware.xenon.services.common,TestQueryTaskService,throughputSimpleQuery,[junit:junit]
com.vmware.xenonlabs,UpgradeDemoEmployeeServiceTest,startHosts,"[com.vmware.xenon:xenon-common,junit:junit]"
com.vmware.xenon.common,ServiceHost,getTracer,[io.opentracing:opentracing-api]
com.vmware.xenon.common,TestDeferredResult,testThenAcceptCanThrowException,[junit:junit]
com.vmware.xenon.common,TestServiceModel,stopServiceWithSynch,[junit:junit]
com.vmware.xenon.common.http.netty,NettyHttpServiceClientChannelPoolsTest,testSetConnectionLimitAfterSslChannelPoolStart,[junit:junit]
com.vmware.xenon.services.common,LuceneDocumentIndexService,createWriterWithLuceneDirectory,"[org.apache.lucene:lucene-analyzers-common,org.apache.lucene:lucene-core]"
com.vmware.xenon.services.common,TestLuceneDocumentIndexService,accessODLAfterRemovedByMemoryPressure,[junit:junit]
com.vmware.xenon.services.common,TestLuceneDocumentIndexService,paginatedSearcherSharingForSingleUseQueries,[junit:junit]
com.vmware.xenon.services.common,TestQueryTaskService,validateGroupByResults,[junit:junit]
