packageName,className,apis
org.imixs.workflow.jaxrs,XMLItemCollectionWriter,"[jakarta.platform:jakarta.jakartaee-api,org.imixs.workflow:imixs-workflow-core]"
org.imixs.workflow.engine,TestWorkflowScheduler,"[junit:junit,org.imixs.workflow:imixs-workflow-core,org.imixs.workflow:imixs-workflow-engine]"
org.imixs.workflow.engine.solr,SolrIndexService,"[jakarta.platform:jakarta.jakartaee-api,org.imixs.workflow:imixs-workflow-core,org.imixs.workflow:imixs-workflow-engine]"
org.imixs.workflow.engine,TextItemValueAdapter,"[jakarta.platform:jakarta.jakartaee-api,org.imixs.workflow:imixs-workflow-core]"
org.imixs.workflow.engine.scheduler,SchedulerException,[org.imixs.workflow:imixs-workflow-core]
org.imixs.workflow.faces.data,WorkflowEvent,[org.imixs.workflow:imixs-workflow-core]
org.imixs.workflow.jaxrs,EventLogRestService,"[jakarta.platform:jakarta.jakartaee-api,org.imixs.workflow:imixs-workflow-core,org.imixs.workflow:imixs-workflow-engine]"
org.imixs.workflow.plugins,TestSplitAndJoinPlugin,"[junit:junit,org.imixs.workflow:imixs-workflow-core,org.imixs.workflow:imixs-workflow-engine,org.mockito:mockito-all]"
org.imixs.workflow.bpmn,TestBPMNParserSimple,[junit:junit]
org.imixs.workflow.engine,AsyncEventScheduler,[jakarta.platform:jakarta.jakartaee-api]
org.imixs.workflow.engine.adminp,AdminPService,"[jakarta.platform:jakarta.jakartaee-api,org.imixs.workflow:imixs-workflow-core]"
org.imixs.workflow.engine.jpa,Document,"[jakarta.platform:jakarta.jakartaee-api,org.imixs.workflow:imixs-workflow-core]"
org.imixs.workflow,TestWorkflowKernel,"[jakarta.platform:jakarta.jakartaee-api,junit:junit,org.mockito:mockito-all]"
org.imixs.workflow.bpmn,TestBPMNParserStartEventFollowUp,[junit:junit]
org.imixs.workflow.engine,TestSimulationService,"[junit:junit,org.imixs.workflow:imixs-workflow-core,org.imixs.workflow:imixs-workflow-engine]"
org.imixs.workflow.engine,TextForEachAdapter,"[jakarta.platform:jakarta.jakartaee-api,org.imixs.workflow:imixs-workflow-core]"
org.imixs.workflow.bpmn,MigrateImixsModelToBPMN,[jakarta.platform:jakarta.jakartaee-api]
org.imixs.workflow.engine,TestEvaluateWorkflowResult,"[junit:junit,org.imixs.workflow:imixs-workflow-core,org.imixs.workflow:imixs-workflow-engine]"
org.imixs.workflow.engine,SetupService,"[jakarta.platform:jakarta.jakartaee-api,org.imixs.workflow:imixs-workflow-core]"
org.imixs.workflow.engine,ProcessingEvent,[org.imixs.workflow:imixs-workflow-core]
org.imixs.workflow.engine,AsyncEventService,"[jakarta.platform:jakarta.jakartaee-api,org.imixs.workflow:imixs-workflow-core]"
org.imixs.workflow.bpmn,TestBPMNParserAsyncEvent,[junit:junit]
