packageName,className,api,mcrCategories,mcrTags,count,countAll,proportion
org.dependencytrack.notification.publisher,WebhookPublisherTest,us.springett:alpine,"","",15,19,0.79
org.dependencytrack.resources.v1,BadgeResource,us.springett:alpine,"","",10,10,1.0
org.dependencytrack.parser.cyclonedx.util,ModelConverter,org.cyclonedx:cyclonedx-core-java,"","",507,541,0.94
org.dependencytrack.parser.cyclonedx.util,ModelConverter,us.springett:alpine,"","",11,541,0.02
org.dependencytrack.parser.cyclonedx.util,ModelConverter,org.json:json,JSON Libraries,json,16,541,0.03
org.dependencytrack.parser.cyclonedx.util,ModelConverter,com.github.package-url:packageurl-java,"","github,url",7,541,0.01
org.dependencytrack.policy,SeverityPolicyEvaluator,us.springett:alpine,"","",5,5,1.0
org.dependencytrack.resources.v1,ConfigPropertyResourceTest,us.springett:alpine,"","",120,120,1.0
org.dependencytrack.resources.v1,ProjectResourceTest,us.springett:alpine,"","",3,3,1.0
org.dependencytrack.tasks.scanners,InternalAnalysisTask,us.springett:cpe-parser,"",parser,16,30,0.53
org.dependencytrack.tasks.scanners,InternalAnalysisTask,us.springett:alpine,"","",14,30,0.47
org.dependencytrack.persistence,RepositoryQueryManager,us.springett:alpine,"","",9,9,1.0
org.dependencytrack.search,IndexManager,org.apache.lucene:lucene-queryparser,"","lucene,apache,index",8,146,0.05
org.dependencytrack.search,IndexManager,org.apache.lucene:lucene-core,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",80,146,0.55
org.dependencytrack.search,IndexManager,us.springett:alpine,"","",58,146,0.4
org.dependencytrack.tasks.repositories,GoModulesMetaAnalyzerTest,com.github.package-url:packageurl-java,"","github,url",1,1,1.0
org.dependencytrack.resources.v1,AnalysisResourceTest,us.springett:alpine,"","",2,2,1.0
org.dependencytrack.resources.v1,FindingResource,us.springett:alpine,"","",9,10,0.9
org.dependencytrack.resources.v1,FindingResource,org.json:json,JSON Libraries,json,1,10,0.1
org.dependencytrack.resources.v1.serializers,CustomPackageURLSerializer,com.github.package-url:packageurl-java,"","github,url",5,5,1.0
org.dependencytrack.notification.publisher,ConsolePublisherTest,us.springett:alpine,"","",45,45,1.0
org.dependencytrack.resources.v1,NotificationRuleResource,us.springett:alpine,"","",28,28,1.0
org.dependencytrack.event,BomUploadEvent,us.springett:alpine,"","",1,1,1.0
org.dependencytrack.tasks,ClearComponentAnalysisCacheTask,us.springett:alpine,"","",12,12,1.0
org.dependencytrack.tasks.repositories,CargoMetaAnalyzerTest,com.github.package-url:packageurl-java,"","github,url",1,1,1.0
org.dependencytrack.event,EventSubsystemInitializer,us.springett:alpine,"","",97,97,1.0
org.dependencytrack.notification.publisher,MsTeamsPublisher,us.springett:alpine,"","",2,10,0.2
org.dependencytrack.notification.publisher,MsTeamsPublisher,io.pebbletemplates:pebble,"",io,8,10,0.8
org.dependencytrack.policy,PackageURLPolicyEvaluatorTest,com.github.package-url:packageurl-java,"","github,url",4,4,1.0
org.dependencytrack.parser.npm,BaseAdvisoryParser,com.konghq:unirest-java,"","",65,65,1.0
org.dependencytrack.resources.v1,CweResource,us.springett:alpine,"","",7,7,1.0
org.dependencytrack.search,CpeIndexer,org.apache.lucene:lucene-core,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",30,67,0.45
org.dependencytrack.search,CpeIndexer,us.springett:alpine,"","",37,67,0.55
org.dependencytrack.event,AbstractVulnerabilityManagementUploadEvent,us.springett:alpine,"","",1,1,1.0
org.dependencytrack.model,ComponentTest,us.springett:cpe-parser,"",parser,5,27,0.19
org.dependencytrack.model,ComponentTest,com.github.package-url:packageurl-java,"","github,url",22,27,0.81
org.dependencytrack.tasks,MetricsUpdateTask,us.springett:alpine,"","",128,128,1.0
org.dependencytrack.tasks,VulnerabilityAnalysisTask,us.springett:alpine,"","",27,27,1.0
org.dependencytrack.persistence,ServiceComponentQueryManager,us.springett:alpine,"","",23,23,1.0
org.dependencytrack.parser.nvd,NvdParser,us.springett:cpe-parser,"",parser,8,35,0.23
org.dependencytrack.parser.nvd,NvdParser,us.springett:alpine,"","",19,35,0.54
org.dependencytrack.parser.nvd,NvdParser,us.springett:cvss-calculator,"","",8,35,0.23
org.dependencytrack.resources.v1,CalculatorResource,us.springett:alpine,"","",1,9,0.11
org.dependencytrack.resources.v1,CalculatorResource,us.springett:cvss-calculator,"","",8,9,0.89
org.dependencytrack.persistence,QueryManager,us.springett:alpine,"","",116,120,0.97
