packageName,className,apis
uk.co.flax.luwak.termextractor,TestSpanExtractors,"[junit:junit,org.apache.lucene:lucene-core,org.apache.lucene:lucene-queries]"
uk.co.flax.luwak.matchers,PartitionMatcher,[org.apache.lucene:lucene-core]
uk.co.flax.luwak.termextractor,TestBooleanClauseWeightings,"[junit:junit,org.apache.lucene:lucene-core]"
uk.co.flax.luwak.analysis,SuffixingNGramTokenFilter,[org.apache.lucene:lucene-core]
uk.co.flax.luwak.analysis,TestTermsEnumTokenFilter,"[junit:junit,org.apache.lucene:lucene-core]"
uk.co.flax.luwak.termextractor,TestBooleanTermExtractor,"[com.google.guava:guava,junit:junit,org.apache.lucene:lucene-core,org.assertj:assertj-core]"
uk.co.flax.luwak,TestSimilarities,"[com.google.guava:guava,junit:junit,org.apache.lucene:lucene-analyzers-common,org.apache.lucene:lucene-core]"
uk.co.flax.luwak.matchers,ConcurrentMatcherTestBase,"[junit:junit,org.apache.lucene:lucene-core,org.assertj:assertj-core]"
uk.co.flax.luwak.util,SpanOffsetReportingQuery,[org.apache.lucene:lucene-core]
uk.co.flax.luwak,TestSlowLog,"[junit:junit,org.apache.lucene:lucene-core,org.assertj:assertj-core]"
uk.co.flax.luwak.termextractor,TestCoreLuceneQueryExtractors,"[ch.qos.logback:logback-classic,com.google.guava:guava,junit:junit,org.apache.lucene:lucene-core,org.assertj:assertj-core,org.reflections:reflections]"
uk.co.flax.luwak,MonitorQueryParser,[org.apache.lucene:lucene-core]
uk.co.flax.luwak.presearcher,PresearcherTestBase,"[junit:junit,org.apache.lucene:lucene-analyzers-common,org.apache.lucene:lucene-core]"
uk.co.flax.luwak.queryparsers,FlexibleLuceneQueryParser,"[org.apache.lucene:lucene-core,org.apache.lucene:lucene-queryparser]"
uk.co.flax.luwak.presearcher,TestMultipassPresearcher,"[junit:junit,org.apache.lucene:lucene-analyzers-common,org.apache.lucene:lucene-core,org.assertj:assertj-core]"
uk.co.flax.luwak.testutils,ParserUtils,[org.apache.lucene:lucene-core]
uk.co.flax.luwak,MonitorQuery,[org.apache.lucene:lucene-core]
uk.co.flax.luwak,TestMonitorPersistence,"[com.google.guava:guava,junit:junit,org.apache.lucene:lucene-core,org.assertj:assertj-core]"
uk.co.flax.luwak.matchers,ParallelMatcher,[org.apache.lucene:lucene-core]
uk.co.flax.luwak.matchers,ExplainingMatch,[org.apache.lucene:lucene-core]
uk.co.flax.luwak.matchers,TestExplainingMatcher,"[junit:junit,org.apache.lucene:lucene-core,org.assertj:assertj-core]"
uk.co.flax.luwak.presearcher,FieldFilterPresearcherComponentTestBase,"[com.google.guava:guava,junit:junit,org.apache.lucene:lucene-core,org.assertj:assertj-core]"
uk.co.flax.luwak.termextractor,TestExtractors,"[com.google.guava:guava,junit:junit,org.apache.lucene:lucene-core]"
uk.co.flax.luwak.termextractor.treebuilder,RegexpNGramTermQueryTreeBuilder,[org.apache.lucene:lucene-core]
uk.co.flax.luwak.queryparsers,LuceneQueryParser,"[org.apache.lucene:lucene-core,org.apache.lucene:lucene-queryparser]"
uk.co.flax.luwak,Monitor,"[org.apache.lucene:lucene-analyzers-common,org.apache.lucene:lucene-core]"
uk.co.flax.luwak.matchers,ExplainingMatcher,[org.apache.lucene:lucene-core]
uk.co.flax.luwak.util,RewriteException,[org.apache.lucene:lucene-core]
uk.co.flax.luwak,Presearcher,[org.apache.lucene:lucene-core]
uk.co.flax.luwak.analysis,BytesRefFilteredTokenFilter,[org.apache.lucene:lucene-core]
uk.co.flax.luwak,TestMonitor,"[junit:junit,org.apache.lucene:lucene-analyzers-common,org.apache.lucene:lucene-core,org.assertj:assertj-core]"
uk.co.flax.luwak,CandidateMatcher,[org.apache.lucene:lucene-core]
uk.co.flax.luwak,TestQueryTermFilter,"[com.google.guava:guava,junit:junit,org.apache.lucene:lucene-core,org.assertj:assertj-core]"
uk.co.flax.luwak.termextractor,TestQueryTermComparators,"[com.google.guava:guava,junit:junit,org.apache.lucene:lucene-core,org.assertj:assertj-core]"
