groupId,artifactId,version,mcrCategories,mcrTags,downloaded,dlVersIfDiff,jarURL,pathToJAR
org.apache.lucene,lucene-core,7.7.2,Full-Text Indexing Libraries,"lucene,indexing,apache,full-text,index",true,,https://repo1.maven.org/maven2/org/apache/lucene/lucene-core/7.7.2/lucene-core-7.7.2.jar,temp/dependencies/flaxsearch/luwak/org/apache/lucene/lucene-core/7.7.2/lucene-core-7.7.2.jar
com.github.flaxsearch,luwak,1.6.0-SNAPSHOT,,github,true,1.5.0,https://repo1.maven.org/maven2/com/github/flaxsearch/luwak/1.5.0/luwak-1.5.0.jar,temp/dependencies/flaxsearch/luwak/com/github/flaxsearch/luwak/1.5.0/luwak-1.5.0.jar
io.dropwizard.metrics,metrics-core,3.1.0,Application Metrics,"monitoring,management,metrics,io,performance",true,,https://repo1.maven.org/maven2/io/dropwizard/metrics/metrics-core/3.1.0/metrics-core-3.1.0.jar,temp/dependencies/flaxsearch/luwak/io/dropwizard/metrics/metrics-core/3.1.0/metrics-core-3.1.0.jar
com.google.guava,guava,14.0.1,Core Utilities,google,true,,https://repo1.maven.org/maven2/com/google/guava/guava/14.0.1/guava-14.0.1.jar,temp/dependencies/flaxsearch/luwak/com/google/guava/guava/14.0.1/guava-14.0.1.jar
org.apache.lucene,lucene-memory,7.7.2,,"lucene,apache,index,memory",true,,https://repo1.maven.org/maven2/org/apache/lucene/lucene-memory/7.7.2/lucene-memory-7.7.2.jar,temp/dependencies/flaxsearch/luwak/org/apache/lucene/lucene-memory/7.7.2/lucene-memory-7.7.2.jar
ch.qos.logback,logback-classic,1.0.13,Logging Frameworks,logging,true,,https://repo1.maven.org/maven2/ch/qos/logback/logback-classic/1.0.13/logback-classic-1.0.13.jar,temp/dependencies/flaxsearch/luwak/ch/qos/logback/logback-classic/1.0.13/logback-classic-1.0.13.jar
org.mockito,mockito-core,1.9.5,Mocking,"mock,mocking,testing",true,,https://repo1.maven.org/maven2/org/mockito/mockito-core/1.9.5/mockito-core-1.9.5.jar,temp/dependencies/flaxsearch/luwak/org/mockito/mockito-core/1.9.5/mockito-core-1.9.5.jar
org.apache.lucene,lucene-queries,7.7.2,,"lucene,apache,index",true,,https://repo1.maven.org/maven2/org/apache/lucene/lucene-queries/7.7.2/lucene-queries-7.7.2.jar,temp/dependencies/flaxsearch/luwak/org/apache/lucene/lucene-queries/7.7.2/lucene-queries-7.7.2.jar
org.apache.lucene,lucene-analyzers-common,7.7.2,,"lucene,analyzer,apache,index",true,,https://repo1.maven.org/maven2/org/apache/lucene/lucene-analyzers-common/7.7.2/lucene-analyzers-common-7.7.2.jar,temp/dependencies/flaxsearch/luwak/org/apache/lucene/lucene-analyzers-common/7.7.2/lucene-analyzers-common-7.7.2.jar
junit,junit,4.11,Testing Frameworks,"testing,junit",true,,https://repo1.maven.org/maven2/junit/junit/4.11/junit-4.11.jar,temp/dependencies/flaxsearch/luwak/junit/junit/4.11/junit-4.11.jar
com.google.guava,guava,18.0,Core Utilities,google,true,,https://repo1.maven.org/maven2/com/google/guava/guava/18.0/guava-18.0.jar,temp/dependencies/flaxsearch/luwak/com/google/guava/guava/18.0/guava-18.0.jar
org.assertj,assertj-core,2.1.0,Assertion Libraries,"assertion,quality",true,,https://repo1.maven.org/maven2/org/assertj/assertj-core/2.1.0/assertj-core-2.1.0.jar,temp/dependencies/flaxsearch/luwak/org/assertj/assertj-core/2.1.0/assertj-core-2.1.0.jar
org.apache.lucene,lucene-queryparser,7.7.2,,"lucene,apache,index",true,,https://repo1.maven.org/maven2/org/apache/lucene/lucene-queryparser/7.7.2/lucene-queryparser-7.7.2.jar,temp/dependencies/flaxsearch/luwak/org/apache/lucene/lucene-queryparser/7.7.2/lucene-queryparser-7.7.2.jar
org.reflections,reflections,0.9.10,Reflection Libraries,reflection,true,,https://repo1.maven.org/maven2/org/reflections/reflections/0.9.10/reflections-0.9.10.jar,temp/dependencies/flaxsearch/luwak/org/reflections/reflections/0.9.10/reflections-0.9.10.jar
